FIPS,County,State,Condition,Urban/Rural,Total,Total No. of Beneficiaries,White,No. of Beneficiaries Who are White,Black,No. of Beneficiaries Who are Black,Asian/Pacific Islander,No. of Beneficiaries Who are Asian/Pacific Islander,Hispanic,No. of Beneficiaries Who are Hispanic,American Indian/Alaska Native,No. of Beneficiaries Who are American Indian/Alaska Native,Other,No. of Beneficiaries Who are in Other Ethic Groups
72077,JUNCOS,PR,Congestive Heart Failure,Urban,18,[11-499],*,*,*,*,*,*,18,[11-499],*,*,*,*
72079,LAJAS,PR,Congestive Heart Failure,Urban,20,[11-499],*,*,*,*,*,*,20,[11-499],*,*,*,*
72081,LARES,PR,Congestive Heart Failure,Urban,17,[11-499],*,*,*,*,*,*,17,[11-499],*,*,*,*
72083,LAS MARIAS,PR,Congestive Heart Failure,Rural,11,[11-499],*,*,*,*,*,*,11,[11-499],*,*,*,*
72085,LAS PIEDRAS,PR,Congestive Heart Failure,Urban,19,[11-499],*,*,*,*,*,*,20,[11-499],*,*,*,*
72087,LOIZA,PR,Congestive Heart Failure,Urban,11,[11-499],*,*,*,*,*,*,11,[11-499],*,*,*,*
72089,LUQUILLO,PR,Congestive Heart Failure,Urban,19,[11-499],*,*,*,*,*,*,19,[11-499],*,*,*,*
72091,MANATI,PR,Congestive Heart Failure,Urban,13,[500-999],*,*,*,*,*,*,13,[500-999],*,*,*,*
72093,MARICAO,PR,Congestive Heart Failure,Rural,0,[11-499],*,*,*,*,*,*,0,[11-499],*,*,*,*
72095,MAUNABO,PR,Congestive Heart Failure,Urban,15,[11-499],*,*,*,*,*,*,15,[11-499],*,*,*,*
72097,MAYAGUEZ,PR,Congestive Heart Failure,Urban,19,"[1,000-4,999]",25,[11-499],*,*,*,*,19,"[1,000-4,999]",*,*,*,*
72099,MOCA,PR,Congestive Heart Failure,Urban,28,[11-499],*,*,*,*,*,*,28,[11-499],*,*,*,*
72101,MOROVIS,PR,Congestive Heart Failure,Urban,17,[11-499],*,*,*,*,*,*,16,[11-499],*,*,*,*
72103,MAGUABO,PR,Congestive Heart Failure,Urban,17,[11-499],*,*,*,*,*,*,17,[11-499],*,*,*,*
72105,NARANJITO,PR,Congestive Heart Failure,Urban,16,[11-499],*,*,*,*,*,*,16,[11-499],*,*,*,*
72107,OROCOVIS,PR,Congestive Heart Failure,Urban,16,[11-499],*,*,*,*,*,*,16,[11-499],*,*,*,*
72109,PATILLAS,PR,Congestive Heart Failure,Urban,17,[11-499],*,*,*,*,*,*,17,[11-499],*,*,*,*
72111,PENUELAS,PR,Congestive Heart Failure,Urban,19,[11-499],*,*,*,*,*,*,19,[11-499],*,*,*,*
72113,PONCE,PR,Congestive Heart Failure,Urban,19,"[1,000-4,999]",0,[11-499],*,*,*,*,19,"[1,000-4,999]",*,*,*,*
72115,QUEBRADILLAS,PR,Congestive Heart Failure,Urban,14,[11-499],*,*,*,*,*,*,13,[11-499],*,*,*,*
72117,RINCON,PR,Congestive Heart Failure,Urban,15,[11-499],0,[11-499],*,*,*,*,16,[11-499],*,*,*,*
72119,RIO GRANDE,PR,Congestive Heart Failure,Urban,14,[11-499],*,*,*,*,*,*,14,[11-499],*,*,*,*
72121,SABANA GRANDE,PR,Congestive Heart Failure,Urban,30,[11-499],*,*,*,*,*,*,30,[11-499],*,*,*,*
72123,SALINAS,PR,Congestive Heart Failure,Rural,16,[11-499],*,*,*,*,*,*,16,[11-499],*,*,*,*
72125,SAN GERMAN,PR,Congestive Heart Failure,Urban,22,[500-999],*,*,*,*,*,*,22,[500-999],*,*,*,*
72127,SAN JUAN,PR,Congestive Heart Failure,Urban,15,"[10,000+]",14,[11-499],*,*,*,*,15,"[10,000+]",*,*,*,*
72129,SAN LORENZO,PR,Congestive Heart Failure,Urban,13,[11-499],*,*,*,*,*,*,13,[11-499],*,*,*,*
72131,SAN SEBASTIAN,PR,Congestive Heart Failure,Urban,23,[11-499],*,*,*,*,*,*,23,[11-499],*,*,*,*
72133,SANTA ISABEL,PR,Congestive Heart Failure,Rural,17,[11-499],*,*,*,*,*,*,17,[11-499],*,*,*,*
72135,TOA ALTA,PR,Congestive Heart Failure,Urban,13,[500-999],*,*,*,*,*,*,13,[500-999],*,*,*,*
72137,TOA BAJA,PR,Congestive Heart Failure,Urban,17,[11-499],*,*,*,*,*,*,17,[11-499],*,*,*,*
72139,TRUJILLO ALTO,PR,Congestive Heart Failure,Urban,16,[500-999],*,*,*,*,*,*,16,[500-999],*,*,*,*
72141,UTUADO,PR,Congestive Heart Failure,Rural,18,[11-499],*,*,*,*,*,*,18,[11-499],*,*,*,*
72143,VEGA ALTA,PR,Congestive Heart Failure,Urban,12,[11-499],*,*,*,*,*,*,12,[11-499],*,*,*,*
72145,VEGA BAJA,PR,Congestive Heart Failure,Urban,16,[500-999],*,*,*,*,*,*,16,[500-999],*,*,*,*
72147,VIEQUES,PR,Congestive Heart Failure,Rural,11,[11-499],0,[11-499],*,*,*,*,11,[11-499],*,*,*,*
72149,VILLALBA,PR,Congestive Heart Failure,Urban,11,[11-499],*,*,*,*,*,*,11,[11-499],*,*,*,*
72151,YABUCOA,PR,Congestive Heart Failure,Urban,15,[11-499],*,*,*,*,*,*,15,[11-499],*,*,*,*
72153,YAUCO,PR,Congestive Heart Failure,Urban,14,[500-999],*,*,*,*,*,*,15,[500-999],*,*,*,*
01001,AUTAUGA,AL,Diabetes,Urban,31,"[1,000-4,999]",29,"[1,000-4,999]",43,[500-999],21,[11-499],49,[11-499],*,*,0,[11-499]
01003,BALDWIN,AL,Diabetes,Rural,24,"[10,000+]",23,"[10,000+]",34,"[1,000-4,999]",36,[11-499],26,[11-499],37,[11-499],26,[11-499]
01005,BARBOUR,AL,Diabetes,Rural,33,"[1,000-4,999]",29,"[1,000-4,999]",43,[500-999],*,*,*,*,*,*,*,*
01007,BIBB,AL,Diabetes,Urban,32,"[1,000-4,999]",31,"[1,000-4,999]",37,[11-499],*,*,*,*,*,*,*,*
01009,BLOUNT,AL,Diabetes,Urban,29,"[1,000-4,999]",29,"[1,000-4,999]",37,[11-499],*,*,40,[11-499],*,*,31,[11-499]
01011,BULLOCK,AL,Diabetes,Rural,39,[500-999],34,[11-499],41,[11-499],*,*,*,*,*,*,*,*
01013,BUTLER,AL,Diabetes,Rural,37,"[1,000-4,999]",32,"[1,000-4,999]",45,"[1,000-4,999]",*,*,*,*,*,*,*,*
01015,CALHOUN,AL,Diabetes,Urban,31,"[10,000+]",29,"[10,000+]",38,"[1,000-4,999]",35,[11-499],32,[11-499],*,*,31,[11-499]
01017,CHAMBERS,AL,Diabetes,Rural,35,"[5,000-9,999]",32,"[1,000-4,999]",40,"[1,000-4,999]",*,*,24,[11-499],*,*,31,[11-499]
01019,CHEROKEE,AL,Diabetes,Rural,30,"[1,000-4,999]",30,"[1,000-4,999]",35,[11-499],*,*,25,[11-499],*,*,*,*
01021,CHILTON,AL,Diabetes,Urban,30,"[1,000-4,999]",30,"[1,000-4,999]",34,[11-499],*,*,61,[11-499],*,*,*,*
01023,CHOCTAW,AL,Diabetes,Rural,35,"[1,000-4,999]",32,"[1,000-4,999]",40,"[1,000-4,999]",*,*,*,*,*,*,*,*
01025,CLARKE,AL,Diabetes,Rural,31,"[1,000-4,999]",28,"[1,000-4,999]",36,"[1,000-4,999]",*,*,*,*,*,*,*,*
01027,CLAY,AL,Diabetes,Rural,28,"[1,000-4,999]",28,"[1,000-4,999]",31,[11-499],*,*,36,[11-499],*,*,*,*
01029,CLEBURNE,AL,Diabetes,Rural,30,"[1,000-4,999]",30,"[1,000-4,999]",43,[11-499],*,*,50,[11-499],*,*,*,*
01031,COFFEE,AL,Diabetes,Rural,31,"[5,000-9,999]",30,"[5,000-9,999]",38,[500-999],39,[11-499],32,[11-499],*,*,38,[11-499]
01033,COLBERT,AL,Diabetes,Urban,33,"[5,000-9,999]",31,"[5,000-9,999]",45,"[1,000-4,999]",26,[11-499],25,[11-499],*,*,35,[11-499]
01035,CONECUH,AL,Diabetes,Rural,38,"[1,000-4,999]",32,"[1,000-4,999]",47,[500-999],*,*,*,*,*,*,*,*
01037,COOSA,AL,Diabetes,Rural,31,"[1,000-4,999]",29,"[1,000-4,999]",36,[11-499],*,*,*,*,*,*,*,*
01039,COVINGTON,AL,Diabetes,Rural,33,"[5,000-9,999]",32,"[5,000-9,999]",42,[500-999],36,[11-499],29,[11-499],0,[11-499],0,[11-499]
01041,CRENSHAW,AL,Diabetes,Rural,34,"[1,000-4,999]",31,"[1,000-4,999]",47,[11-499],*,*,*,*,*,*,*,*
01043,CULLMAN,AL,Diabetes,Rural,30,"[10,000+]",30,"[10,000+]",46,[11-499],48,[11-499],34,[11-499],*,*,26,[11-499]
01045,DALE,AL,Diabetes,Rural,32,"[5,000-9,999]",30,"[5,000-9,999]",41,"[1,000-4,999]",34,[11-499],31,[11-499],*,*,30,[11-499]
01047,DALLAS,AL,Diabetes,Rural,35,"[5,000-9,999]",29,"[1,000-4,999]",38,"[1,000-4,999]",50,[11-499],33,[11-499],*,*,*,*
01049,DE KALB,AL,Diabetes,Rural,30,"[5,000-9,999]",30,"[5,000-9,999]",30,[11-499],*,*,40,[11-499],*,*,53,[11-499]
01051,ELMORE,AL,Diabetes,Urban,29,"[5,000-9,999]",28,"[5,000-9,999]",37,[500-999],32,[11-499],35,[11-499],*,*,58,[11-499]
01053,ESCAMBIA,AL,Diabetes,Rural,34,"[1,000-4,999]",31,"[1,000-4,999]",43,"[1,000-4,999]",*,*,25,[11-499],55,[11-499],*,*
01055,ETOWAH,AL,Diabetes,Urban,32,"[10,000+]",30,"[10,000+]",39,"[1,000-4,999]",41,[11-499],40,[11-499],*,*,34,[11-499]
01057,FAYETTE,AL,Diabetes,Rural,32,"[1,000-4,999]",31,"[1,000-4,999]",40,[11-499],*,*,41,[11-499],*,*,*,*
01059,FRANKLIN,AL,Diabetes,Rural,32,"[5,000-9,999]",32,"[1,000-4,999]",42,[11-499],*,*,47,[11-499],*,*,31,[11-499]
01061,GENEVA,AL,Diabetes,Urban,32,"[1,000-4,999]",31,"[1,000-4,999]",46,[11-499],*,*,47,[11-499],*,*,43,[11-499]
01063,GREENE,AL,Diabetes,Urban,38,"[1,000-4,999]",28,[11-499],40,"[1,000-4,999]",*,*,*,*,*,*,*,*
01065,HALE,AL,Diabetes,Urban,34,"[1,000-4,999]",30,"[1,000-4,999]",37,"[1,000-4,999]",*,*,*,*,*,*,*,*
01067,HENRY,AL,Diabetes,Urban,30,"[1,000-4,999]",28,"[1,000-4,999]",35,[500-999],*,*,*,*,*,*,*,*
01069,HOUSTON,AL,Diabetes,Urban,31,"[10,000+]",29,"[10,000+]",38,"[1,000-4,999]",28,[11-499],35,[11-499],38,[11-499],35,[11-499]
01071,JACKSON,AL,Diabetes,Rural,34,"[5,000-9,999]",34,"[5,000-9,999]",43,[11-499],25,[11-499],22,[11-499],*,*,35,[11-499]
01073,JEFFERSON,AL,Diabetes,Urban,26,"[10,000+]",23,"[10,000+]",33,"[10,000+]",33,[11-499],30,[11-499],38,[11-499],30,[11-499]
01075,LAMAR,AL,Diabetes,Rural,33,"[1,000-4,999]",32,"[1,000-4,999]",38,[11-499],*,*,*,*,*,*,*,*
01077,LAUDERDALE,AL,Diabetes,Urban,29,"[10,000+]",28,"[10,000+]",39,"[1,000-4,999]",45,[11-499],23,[11-499],*,*,27,[11-499]
01079,LAWRENCE,AL,Diabetes,Urban,38,"[1,000-4,999]",37,"[1,000-4,999]",45,[500-999],*,*,*,*,*,*,*,*
01081,LEE,AL,Diabetes,Urban,29,"[10,000+]",26,"[5,000-9,999]",37,"[1,000-4,999]",31,[11-499],31,[11-499],*,*,37,[11-499]
01083,LIMESTONE,AL,Diabetes,Urban,32,"[5,000-9,999]",31,"[5,000-9,999]",45,[500-999],40,[11-499],43,[11-499],*,*,*,*
01085,LOWNDES,AL,Diabetes,Urban,34,[500-999],28,[11-499],38,[500-999],*,*,*,*,*,*,*,*
01087,MACON,AL,Diabetes,Rural,36,"[1,000-4,999]",30,[500-999],39,"[1,000-4,999]",*,*,*,*,*,*,*,*
01089,MADISON,AL,Diabetes,Urban,29,"[10,000+]",27,"[10,000+]",38,"[5,000-9,999]",35,[500-999],31,[500-999],21,[11-499],39,[11-499]
01091,MARENGO,AL,Diabetes,Rural,39,"[1,000-4,999]",34,"[1,000-4,999]",43,"[1,000-4,999]",*,*,*,*,*,*,*,*
01093,MARION,AL,Diabetes,Rural,32,"[5,000-9,999]",32,"[1,000-4,999]",42,[11-499],*,*,33,[11-499],*,*,*,*
01095,MARSHALL,AL,Diabetes,Rural,29,"[10,000+]",29,"[10,000+]",41,[11-499],33,[11-499],27,[11-499],*,*,30,[11-499]
01097,MOBILE,AL,Diabetes,Urban,28,"[10,000+]",26,"[10,000+]",33,"[5,000-9,999]",29,[11-499],31,[11-499],32,[11-499],29,[11-499]
01099,MONROE,AL,Diabetes,Rural,33,"[1,000-4,999]",29,"[1,000-4,999]",39,"[1,000-4,999]",*,*,*,*,55,[11-499],*,*
01101,MONTGOMERY,AL,Diabetes,Urban,30,"[10,000+]",25,"[10,000+]",37,"[5,000-9,999]",32,[11-499],24,[11-499],*,*,42,[11-499]
01103,MORGAN,AL,Diabetes,Urban,32,"[10,000+]",31,"[10,000+]",43,"[1,000-4,999]",32,[11-499],32,[11-499],*,*,39,[11-499]
01105,PERRY,AL,Diabetes,Rural,39,"[1,000-4,999]",31,[500-999],42,"[1,000-4,999]",*,*,*,*,*,*,*,*
01107,PICKENS,AL,Diabetes,Rural,34,"[1,000-4,999]",30,"[1,000-4,999]",40,"[1,000-4,999]",*,*,*,*,*,*,*,*
01109,PIKE,AL,Diabetes,Rural,32,"[1,000-4,999]",29,"[1,000-4,999]",38,"[1,000-4,999]",*,*,0,[11-499],*,*,*,*
01111,RANDOLPH,AL,Diabetes,Rural,34,"[1,000-4,999]",31,"[1,000-4,999]",46,[500-999],*,*,36,[11-499],*,*,*,*
01113,RUSSELL,AL,Diabetes,Urban,35,"[5,000-9,999]",33,"[5,000-9,999]",40,"[1,000-4,999]",36,[11-499],31,[11-499],*,*,29,[11-499]
01115,ST. CLAIR,AL,Diabetes,Urban,30,"[5,000-9,999]",29,"[5,000-9,999]",42,[11-499],30,[11-499],31,[11-499],*,*,40,[11-499]
01117,SHELBY,AL,Diabetes,Urban,29,"[5,000-9,999]",29,"[5,000-9,999]",35,[500-999],41,[11-499],33,[11-499],*,*,48,[11-499]
01119,SUMTER,AL,Diabetes,Rural,36,"[1,000-4,999]",24,[500-999],41,"[1,000-4,999]",*,*,*,*,*,*,*,*
01121,TALLADEGA,AL,Diabetes,Rural,30,"[5,000-9,999]",28,"[5,000-9,999]",36,"[1,000-4,999]",30,[11-499],41,[11-499],*,*,27,[11-499]
01123,TALLAPOOSA,AL,Diabetes,Rural,28,"[5,000-9,999]",26,"[1,000-4,999]",37,"[1,000-4,999]",22,[11-499],27,[11-499],*,*,36,[11-499]
01125,TUSCALOOSA,AL,Diabetes,Urban,30,"[10,000+]",27,"[10,000+]",36,"[5,000-9,999]",40,[11-499],30,[11-499],27,[11-499],24,[11-499]
01127,WALKER,AL,Diabetes,Urban,34,"[5,000-9,999]",34,"[5,000-9,999]",46,[11-499],36,[11-499],33,[11-499],*,*,46,[11-499]
01129,WASHINGTON,AL,Diabetes,Rural,30,"[1,000-4,999]",28,"[1,000-4,999]",36,[500-999],*,*,*,*,0,[11-499],*,*
01131,WILCOX,AL,Diabetes,Rural,38,"[1,000-4,999]",32,[500-999],40,"[1,000-4,999]",*,*,*,*,*,*,*,*
01133,WINSTON,AL,Diabetes,Rural,30,"[1,000-4,999]",30,"[1,000-4,999]",*,*,*,*,25,[11-499],*,*,*,*
02020,ANCHORAGE,AK,Diabetes,Urban,22,"[10,000+]",19,"[10,000+]",32,"[1,000-4,999]",42,"[1,000-4,999]",33,"[1,000-4,999]",19,"[1,000-4,999]",32,[500-999]
02050,BETHEL,AK,Diabetes,Rural,13,[500-999],25,[11-499],*,*,*,*,*,*,13,[500-999],0,[11-499]
02060,BRISTOL BAY BOROUGH,AK,Diabetes,Rural,21,[500-999],20,[500-999],*,*,*,*,*,*,24,[11-499],*,*
02070,DILLINGHAM,AK,Diabetes,Rural,18,[11-499],17,[11-499],*,*,*,*,*,*,18,[11-499],*,*
02090,FAIRBANKS NORTH STAR,AK,Diabetes,Urban,19,"[5,000-9,999]",18,"[5,000-9,999]",32,[11-499],23,[11-499],33,[11-499],21,[500-999],23,[11-499]
02100,HAINES,AK,Diabetes,Rural,18,[500-999],17,[11-499],*,*,*,*,*,*,27,[11-499],*,*
02110,JUNEAU,AK,Diabetes,Rural,19,"[1,000-4,999]",17,"[1,000-4,999]",29,[11-499],35,[11-499],37,[11-499],21,[500-999],33,[11-499]
02122,KENAI PENINSULA,AK,Diabetes,Rural,15,[11-499],15,[11-499],*,*,*,*,*,*,*,*,*,*
02130,KETCHIKAN GATEWAY,AK,Diabetes,Rural,22,"[1,000-4,999]",20,"[1,000-4,999]",23,[11-499],33,[11-499],35,[11-499],25,[11-499],32,[11-499]
02150,KODIAK ISLAND BOROUGH,AK,Diabetes,Rural,23,[500-999],19,[500-999],*,*,34,[11-499],38,[11-499],24,[11-499],38,[11-499]
02170,MATANUSKA-SUSITNA,AK,Diabetes,Urban,21,"[10,000+]",21,"[5,000-9,999]",28,[11-499],32,[11-499],30,[11-499],23,[500-999],26,[11-499]
02180,NOME,AK,Diabetes,Rural,15,[500-999],17,[11-499],*,*,*,*,*,*,15,[500-999],0,[11-499]
02220,SITKA BOROUGH,AK,Diabetes,Rural,19,"[1,000-4,999]",18,[500-999],*,*,43,[11-499],28,[11-499],22,[11-499],0,[11-499]
02230,SKAGWAY-YAKUTAT,AK,Diabetes,Rural,20,[500-999],16,[11-499],*,*,*,*,*,*,29,[11-499],*,*
02240,SOUTHEAST FAIRBANKS,AK,Diabetes,Rural,19,[500-999],18,[500-999],*,*,*,*,*,*,22,[11-499],*,*
02270,WADE HAMPTON,AK,Diabetes,Rural,13,[11-499],27,[11-499],*,*,*,*,*,*,13,[11-499],0,[11-499]
02290,YUKON-KOYUKUK,AK,Diabetes,Rural,19,[500-999],15,[11-499],*,*,*,*,*,*,24,[11-499],*,*
04001,APACHE,AZ,Diabetes,Rural,38,"[5,000-9,999]",18,"[1,000-4,999]",29,[11-499],0,[11-499],32,[11-499],48,"[5,000-9,999]",24,[11-499]
04003,COCHISE,AZ,Diabetes,Rural,22,"[10,000+]",20,"[10,000+]",31,[500-999],24,[11-499],29,"[1,000-4,999]",29,[11-499],31,[11-499]
04005,COCONINO,AZ,Diabetes,Urban,21,"[10,000+]",15,"[10,000+]",22,[11-499],19,[11-499],30,"[1,000-4,999]",46,"[1,000-4,999]",27,[11-499]
04007,GILA,AZ,Diabetes,Rural,25,"[10,000+]",20,"[10,000+]",43,[11-499],28,[11-499],37,"[1,000-4,999]",57,[500-999],29,[11-499]
04009,GRAHAM,AZ,Diabetes,Rural,28,"[1,000-4,999]",23,"[1,000-4,999]",50,[11-499],25,[11-499],35,[500-999],55,[11-499],20,[11-499]
04011,GREENLEE,AZ,Diabetes,Rural,31,[500-999],27,[500-999],*,*,*,*,38,[11-499],55,[11-499],*,*
04012,LAPAZ,AZ,Diabetes,Rural,26,"[1,000-4,999]",21,"[1,000-4,999]",29,[11-499],29,[11-499],37,[11-499],63,[11-499],27,[11-499]
04013,MARICOPA,AZ,Diabetes,Urban,23,"[10,000+]",21,"[10,000+]",32,"[10,000+]",32,"[5,000-9,999]",33,"[10,000+]",53,"[1,000-4,999]",31,"[1,000-4,999]"
04015,MOHAVE,AZ,Diabetes,Urban,25,"[10,000+]",24,"[10,000+]",29,[11-499],36,[11-499],34,"[1,000-4,999]",43,[11-499],35,[11-499]
04017,NAVAJO,AZ,Diabetes,Rural,30,"[10,000+]",20,"[10,000+]",23,[11-499],20,[11-499],32,[500-999],49,"[5,000-9,999]",19,[11-499]
04019,PIMA,AZ,Diabetes,Urban,20,"[10,000+]",18,"[10,000+]",31,"[1,000-4,999]",26,"[1,000-4,999]",29,"[5,000-9,999]",58,"[1,000-4,999]",25,[500-999]
04021,PINAL,AZ,Diabetes,Urban,26,"[10,000+]",22,"[10,000+]",35,[500-999],31,[11-499],34,"[1,000-4,999]",70,"[1,000-4,999]",33,[11-499]
04023,SANTA CRUZ,AZ,Diabetes,Rural,17,"[1,000-4,999]",13,"[1,000-4,999]",45,[11-499],36,[11-499],24,"[1,000-4,999]",23,[11-499],17,[11-499]
04025,YAVAPAI,AZ,Diabetes,Urban,18,"[10,000+]",17,"[10,000+]",27,[11-499],22,[11-499],26,"[1,000-4,999]",43,[11-499],22,[11-499]
04027,YUMA,AZ,Diabetes,Urban,30,"[10,000+]",27,"[10,000+]",38,[11-499],35,[11-499],35,"[5,000-9,999]",48,[11-499],29,[11-499]
04990,STATEWIDE,AZ,Diabetes,Rural,33,[11-499],20,[11-499],*,*,*,*,*,*,*,*,*,*
05001,ARKANSAS,AR,Diabetes,Rural,22,"[1,000-4,999]",21,"[1,000-4,999]",29,[500-999],50,[11-499],*,*,*,*,*,*
05003,ASHLEY,AR,Diabetes,Rural,28,"[1,000-4,999]",26,"[1,000-4,999]",35,[500-999],*,*,38,[11-499],*,*,*,*
05005,BAXTER,AR,Diabetes,Rural,24,"[10,000+]",24,"[5,000-9,999]",*,*,29,[11-499],43,[11-499],14,[11-499],24,[11-499]
05007,BENTON,AR,Diabetes,Urban,23,"[10,000+]",22,"[10,000+]",33,[11-499],26,[11-499],35,[500-999],30,[11-499],28,[11-499]
05009,BOONE,AR,Diabetes,Rural,26,"[5,000-9,999]",26,"[5,000-9,999]",*,*,21,[11-499],25,[11-499],38,[11-499],50,[11-499]
05011,BRADLEY,AR,Diabetes,Rural,31,"[1,000-4,999]",28,"[1,000-4,999]",38,[500-999],*,*,55,[11-499],*,*,*,*
05013,CALHOUN,AR,Diabetes,Rural,27,[500-999],26,[500-999],30,[11-499],*,*,*,*,*,*,*,*
05015,CARROLL,AR,Diabetes,Rural,21,"[1,000-4,999]",20,"[1,000-4,999]",*,*,19,[11-499],41,[11-499],0,[11-499],27,[11-499]
05017,CHICOT,AR,Diabetes,Rural,28,"[1,000-4,999]",24,"[1,000-4,999]",34,[500-999],*,*,27,[11-499],*,*,*,*
05019,CLARK,AR,Diabetes,Rural,24,"[1,000-4,999]",22,"[1,000-4,999]",35,[500-999],*,*,28,[11-499],*,*,*,*
05021,CLAY,AR,Diabetes,Rural,29,"[1,000-4,999]",29,"[1,000-4,999]",*,*,*,*,27,[11-499],*,*,*,*
05023,CLEBURNE,AR,Diabetes,Rural,24,"[5,000-9,999]",24,"[5,000-9,999]",*,*,0,[11-499],24,[11-499],*,*,*,*
05025,CLEVELAND,AR,Diabetes,Urban,28,"[1,000-4,999]",28,"[1,000-4,999]",34,[11-499],*,*,*,*,*,*,*,*
05027,COLUMBIA,AR,Diabetes,Rural,28,"[1,000-4,999]",26,"[1,000-4,999]",35,"[1,000-4,999]",*,*,21,[11-499],*,*,*,*
05029,CONWAY,AR,Diabetes,Rural,26,"[1,000-4,999]",25,"[1,000-4,999]",32,[11-499],*,*,37,[11-499],*,*,*,*
05031,CRAIGHEAD,AR,Diabetes,Urban,27,"[10,000+]",26,"[10,000+]",34,[500-999],37,[11-499],39,[11-499],*,*,33,[11-499]
05033,CRAWFORD,AR,Diabetes,Urban,28,"[5,000-9,999]",28,"[5,000-9,999]",26,[11-499],40,[11-499],42,[11-499],30,[11-499],21,[11-499]
05035,CRITTENDEN,AR,Diabetes,Urban,32,"[5,000-9,999]",28,"[1,000-4,999]",37,"[1,000-4,999]",53,[11-499],33,[11-499],*,*,0,[11-499]
05037,CROSS,AR,Diabetes,Rural,27,"[1,000-4,999]",25,"[1,000-4,999]",38,[11-499],*,*,*,*,*,*,*,*
05039,DALLAS,AR,Diabetes,Rural,28,"[1,000-4,999]",25,[500-999],37,[11-499],*,*,*,*,*,*,*,*
05041,DESHA,AR,Diabetes,Rural,29,"[1,000-4,999]",26,"[1,000-4,999]",35,[500-999],*,*,39,[11-499],*,*,*,*
05043,DREW,AR,Diabetes,Rural,28,"[1,000-4,999]",26,"[1,000-4,999]",36,[500-999],*,*,*,*,*,*,*,*
05045,FAULKNER,AR,Diabetes,Urban,26,"[10,000+]",26,"[10,000+]",35,[500-999],32,[11-499],34,[11-499],21,[11-499],42,[11-499]
05047,FRANKLIN,AR,Diabetes,Urban,26,"[1,000-4,999]",26,"[1,000-4,999]",*,*,45,[11-499],24,[11-499],36,[11-499],*,*
05049,FULTON,AR,Diabetes,Rural,27,"[1,000-4,999]",27,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
05051,GARLAND,AR,Diabetes,Urban,22,"[10,000+]",21,"[10,000+]",32,[500-999],28,[11-499],31,[11-499],27,[11-499],25,[11-499]
05053,GRANT,AR,Diabetes,Urban,27,"[1,000-4,999]",27,"[1,000-4,999]",35,[11-499],*,*,25,[11-499],*,*,*,*
05055,GREENE,AR,Diabetes,Rural,28,"[5,000-9,999]",28,"[5,000-9,999]",22,[11-499],27,[11-499],23,[11-499],*,*,38,[11-499]
05057,HEMPSTEAD,AR,Diabetes,Rural,28,"[1,000-4,999]",25,"[1,000-4,999]",34,[500-999],*,*,35,[11-499],*,*,*,*
05059,HOT SPRING,AR,Diabetes,Rural,30,"[5,000-9,999]",29,"[1,000-4,999]",37,[11-499],*,*,28,[11-499],*,*,*,*
05061,HOWARD,AR,Diabetes,Rural,28,"[1,000-4,999]",26,"[1,000-4,999]",37,[11-499],*,*,44,[11-499],62,[11-499],*,*
05063,INDEPENDENCE,AR,Diabetes,Rural,27,"[5,000-9,999]",27,"[5,000-9,999]",39,[11-499],29,[11-499],35,[11-499],*,*,33,[11-499]
05065,IZARD,AR,Diabetes,Rural,22,"[1,000-4,999]",22,"[1,000-4,999]",*,*,*,*,50,[11-499],*,*,*,*
05067,JACKSON,AR,Diabetes,Rural,31,"[1,000-4,999]",30,"[1,000-4,999]",42,[11-499],*,*,25,[11-499],*,*,*,*
05069,JEFFERSON,AR,Diabetes,Urban,29,"[10,000+]",27,"[5,000-9,999]",33,"[1,000-4,999]",30,[11-499],34,[11-499],*,*,31,[11-499]
05071,JOHNSON,AR,Diabetes,Rural,26,"[1,000-4,999]",25,"[1,000-4,999]",20,[11-499],29,[11-499],43,[11-499],31,[11-499],*,*
05073,LAFAYETTE,AR,Diabetes,Rural,29,"[1,000-4,999]",26,[500-999],33,[11-499],*,*,*,*,*,*,*,*
05075,LAWRENCE,AR,Diabetes,Rural,29,"[1,000-4,999]",29,"[1,000-4,999]",53,[11-499],*,*,*,*,*,*,*,*
05077,LEE,AR,Diabetes,Rural,30,"[1,000-4,999]",27,[500-999],34,[500-999],*,*,*,*,*,*,*,*
05079,LINCOLN,AR,Diabetes,Urban,31,"[1,000-4,999]",30,"[1,000-4,999]",33,[11-499],*,*,36,[11-499],*,*,*,*
05081,LITTLE RIVER,AR,Diabetes,Rural,30,"[1,000-4,999]",29,"[1,000-4,999]",36,[11-499],*,*,48,[11-499],20,[11-499],*,*
05083,LOGAN,AR,Diabetes,Rural,26,"[1,000-4,999]",25,"[1,000-4,999]",36,[11-499],19,[11-499],36,[11-499],40,[11-499],*,*
05085,LONOKE,AR,Diabetes,Urban,27,"[5,000-9,999]",27,"[5,000-9,999]",34,[11-499],24,[11-499],21,[11-499],36,[11-499],40,[11-499]
05087,MADISON,AR,Diabetes,Urban,22,"[1,000-4,999]",21,"[1,000-4,999]",*,*,*,*,32,[11-499],34,[11-499],*,*
05089,MARION,AR,Diabetes,Rural,21,"[1,000-4,999]",21,"[1,000-4,999]",*,*,*,*,26,[11-499],23,[11-499],*,*
